,val_loss,val_acc,loss,acc,lr
0,1.84886759185791,0.4402,1.9959479790496826,0.432780000038147,0.0010000000474974513
1,1.4679332427978515,0.587,1.3787581259918213,0.620380000038147,0.0010000000474974513
2,1.3244584489822389,0.634,1.1556168040466308,0.69554,0.0010000000474974513
3,1.5148622360229491,0.6264,1.011381635055542,0.7414,0.0010000000474974513
4,1.36183505153656,0.6197,0.9077758052825927,0.7785199999618531,0.0010000000474974513
5,1.7089853748321533,0.5757,0.8225250802612305,0.8055600000190735,0.0010000000474974513
6,1.4580821811676026,0.6525,0.7556459434700012,0.827180000038147,0.0010000000474974513
7,1.172219093132019,0.7209,0.6978913046646118,0.8446799999618531,0.0010000000474974513
8,2.595955425262451,0.5333,0.6482256989479065,0.8625999999809265,0.0010000000474974513
9,1.0112631447792053,0.7542,0.6037333300971985,0.8784399999809265,0.0010000000474974513
10,1.4820806943893432,0.6773,0.5670185812187195,0.8891399999809265,0.0010000000474974513
11,1.2681847396850585,0.7175,0.5335651716041565,0.90368,0.0010000000474974513
12,1.1970126134872436,0.7445,0.5083855939388275,0.911779999961853,0.0010000000474974513
13,1.845636255645752,0.6483,0.4832564693260193,0.92176,0.0010000000474974513
14,1.2658412452697754,0.7307,0.45738283427238463,0.9307199999618531,0.0003162277862429619
15,1.9702742143630982,0.6478,0.4467891580581665,0.9343800000381469,0.0010000000474974513
16,1.4076864095687867,0.7323,0.4333727747821808,0.9406199999618531,0.0010000000474974513
17,1.6012777992248535,0.6913,0.4231914152431488,0.945120000038147,0.0010000000474974513
18,1.7028118490219115,0.7057,0.41493872240066526,0.946999999961853,0.0010000000474974513
19,1.461328977203369,0.7249,0.41022867325782775,0.9499400000190735,0.0003162277862429619
20,1.4769144947052002,0.7181,0.3940842742061615,0.9544399999809265,0.0010000000474974513
21,1.6848930572509766,0.6795,0.3994227037906647,0.9525999999618531,0.0010000000474974513
22,1.6392575565338134,0.7066,0.39208470436096193,0.955399999961853,0.0010000000474974513
23,2.107017748451233,0.6634,0.38344454758644103,0.9593199999809265,0.0010000000474974513
24,2.1828627799987794,0.6589,0.3859622467327118,0.9582599999809265,0.0003162277862429619
25,1.7249340534210205,0.7046,0.3764990588569641,0.961079999961853,0.0010000000474974513
26,1.3974660694122314,0.7308,0.3831517942810059,0.95832,0.0010000000474974513
27,1.4743881317138672,0.748,0.3749570538330078,0.96154,0.0010000000474974513
28,1.6592952648162842,0.7046,0.3709998133659363,0.963560000038147,0.0010000000474974513
29,1.4835717947959899,0.7388,0.3716347253227234,0.962939999961853,0.0003162277862429619
30,1.5391527187347411,0.7346,0.36945168782234195,0.962840000038147,0.0010000000474974513
31,1.7316767461776734,0.6972,0.35874011709213255,0.9669,0.0010000000474974513
32,1.9436952262878417,0.715,0.36645898518562314,0.96418,0.0010000000474974513
33,1.6174583290100097,0.7161,0.3652348818588257,0.965339999961853,0.0010000000474974513
34,2.109303404998779,0.6703,0.34664714768409727,0.9711400000381469,0.0003162277862429619
35,1.8281448459625245,0.6986,0.356606917552948,0.96626,0.0010000000474974513
36,1.4858467086791993,0.7495,0.3563213502597809,0.96614,0.0010000000474974513
37,1.7837776136398316,0.7269,0.3541813588905334,0.96678,0.0010000000474974513
38,1.7136844358444214,0.7182,0.3464279160308838,0.969840000038147,0.0010000000474974513
39,1.6136999353408814,0.7267,0.34735254086494444,0.9685200000190735,0.0003162277862429619
40,1.5537263894081115,0.7403,0.35790444150924683,0.9662600000190735,0.0010000000474974513
41,2.9666935817718505,0.5949,0.3427176468658447,0.9711399999618531,0.0010000000474974513
42,1.4875076662063598,0.7263,0.34519060124397277,0.969319999961853,0.0010000000474974513
43,1.8165758827209473,0.6996,0.3390006582546234,0.97102,0.0010000000474974513
44,1.413518895626068,0.7536,0.3458950494098663,0.968620000038147,0.0003162277862429619
45,1.559320664024353,0.7385,0.3433961089706421,0.9699200000381469,0.0010000000474974513
46,2.012815280342102,0.6856,0.3325317307281494,0.973159999961853,0.0010000000474974513
47,1.5521569143295288,0.7418,0.3410365518093109,0.969419999961853,0.0010000000474974513
48,1.4596685428619385,0.7481,0.3373618903541565,0.9708600000190735,0.0010000000474974513
49,1.7977509391784667,0.7017,0.33160808421134946,0.973179999961853,0.0003162277862429619
50,1.7102621715545654,0.7179,0.3407068646144867,0.9688600000190735,0.0010000000474974513
51,1.0239181940078734,0.8184,0.28269837265968323,0.9917,9.999999747378752e-05
52,1.0430450711250305,0.8199,0.2603366163635254,0.99866,9.999999747378752e-05
53,1.0710495051383973,0.8201,0.2538788862705231,0.99968,9.999999747378752e-05
54,1.1010702900886535,0.8203,0.24884888135433197,0.99986,3.162277425872162e-05
55,1.1374350637435913,0.8217,0.24412355776786804,0.99992,9.999999747378752e-05
56,1.1945395009994506,0.8187,0.2395644293308258,0.99988,9.999999747378752e-05
57,1.246866803264618,0.8179,0.23456181661128997,0.99982,9.999999747378752e-05
58,1.3037038481712342,0.8158,0.22915672588348387,0.9998,9.999999747378752e-05
