,val_loss,val_acc,loss,acc,lr
0,1.8964915927886963,0.3005,2.03210928478241,0.25974,0.0010000000474974513
1,1.8402585548400878,0.3244,1.8661555334472657,0.3176399999809265,0.0010000000474974513
2,1.8162816516876221,0.3469,1.825592759475708,0.33730000000953675,0.0010000000474974513
3,1.7942579877853393,0.3508,1.8060091839981078,0.34558000001907346,0.0010000000474974513
4,1.7995196811676026,0.3522,1.7849625688171387,0.35294000000953674,0.0010000000474974513
5,1.7753449966430663,0.3554,1.768523038444519,0.3605400000190735,0.0010000000474974513
6,1.7543196521759032,0.365,1.7531486548233033,0.36588,0.0010000000474974513
7,1.748116293334961,0.3641,1.7414265447998047,0.3740400000190735,0.0010000000474974513
8,1.7280160411834717,0.379,1.73312824092865,0.3739799999904633,0.0010000000474974513
9,1.7460714118957519,0.3579,1.7245116397094726,0.37965999998092653,0.0010000000474974513
10,1.7405986082077027,0.3659,1.7176081481170655,0.3789799999809265,0.0010000000474974513
11,1.7153946727752685,0.3856,1.709131100769043,0.38608000000953674,0.0010000000474974513
12,1.7049533048629761,0.3882,1.7015235377120972,0.38936,0.0010000000474974513
13,1.709547979927063,0.3828,1.702343034477234,0.38710000000953676,0.0010000000474974513
14,1.7160773820877075,0.3788,1.6956626279449463,0.3912799999809265,0.0010000000474974513
15,1.7326672456741332,0.3645,1.6887911540222167,0.39248000000953676,0.0010000000474974513
16,1.704750223350525,0.3864,1.6861556313705444,0.3916399999809265,0.0010000000474974513
17,1.6928380558013916,0.3915,1.6829259154891967,0.39569999999046324,0.0010000000474974513
18,1.7158732181549072,0.3798,1.6792352629089355,0.3973800000095367,0.0010000000474974513
19,1.767833200263977,0.3728,1.6737539825820922,0.39792,0.0010000000474974513
20,1.676611351776123,0.3953,1.677566756324768,0.3967999999809265,0.0010000000474974513
21,1.7377068864822387,0.3781,1.6733736883163453,0.3969599999809265,0.0010000000474974513
22,1.688979954147339,0.3874,1.6692482863235474,0.3998600000190735,0.0010000000474974513
23,1.671789493560791,0.3992,1.6673960161972046,0.40058,0.0010000000474974513
24,1.6987229930877685,0.3864,1.6639112171936035,0.40149999999046326,0.0010000000474974513
25,1.679065634727478,0.3944,1.6631476119995117,0.40125999999046325,0.0010000000474974513
